name	alpha	beta	L	m	T	L_ratioT_ratio
poi-40-5	1	1.33	12	2	211	
poi-40-5	1	1.33	12	3	105	
poi-40-5	1	1.33	12	3	211	
poi-40-5	1	1.33	25	1	105	
poi-40-5	1	1.33	25	1	211	
poi-40-5	1	1.33	25	2	105	
poi-40-5	1	1.33	25	2	211	
poi-40-5	1	1.33	25	3	105	
poi-40-5	1	1.33	25	3	211	
poi-40-5	2	0.67	12	1	105	
poi-40-5	2	0.67	12	1	211	
poi-40-5	2	0.67	12	2	105	
poi-40-5	2	0.67	12	2	211	
poi-40-5	2	0.67	12	3	105	
poi-40-5	2	0.67	12	3	211	
poi-40-5	2	0.67	25	1	105	
poi-40-5	2	0.67	25	1	211	
poi-40-5	2	0.67	25	2	105	
poi-40-5	2	0.67	25	2	211	
poi-40-5	2	0.67	25	3	105	
poi-40-5	2	0.67	25	3	211	
poi-40-5	2	1.0	12	1	105	
poi-40-5	2	1.0	12	1	211	
poi-40-5	2	1.0	12	2	105	
poi-40-5	2	1.0	12	2	211	
poi-40-5	2	1.0	12	3	105	
poi-40-5	2	1.0	12	3	211	
poi-40-5	2	1.0	25	1	105	
poi-40-5	2	1.0	25	1	211	
poi-40-5	2	1.0	25	2	105	
poi-40-5	2	1.0	25	2	211	
poi-40-5	2	1.0	25	3	105	
poi-40-5	2	1.0	25	3	211	
poi-40-5	2	1.33	12	1	105	
poi-40-5	2	1.33	12	1	211	
poi-40-5	2	1.33	12	2	105	
poi-40-5	2	1.33	12	2	211	
poi-40-5	2	1.33	12	3	105	
poi-40-5	2	1.33	12	3	211	
poi-40-5	2	1.33	25	1	105	
poi-40-5	2	1.33	25	1	211	
poi-40-5	2	1.33	25	2	105	
poi-40-5	2	1.33	25	2	211	
poi-40-5	2	1.33	25	3	105	
poi-40-5	2	1.33	25	3	211	
poi-50-1	1	0.67	12	1	108	
poi-50-1	1	0.67	12	1	217	
poi-50-1	1	0.67	12	2	108	
poi-50-1	1	0.67	12	2	217	
poi-50-1	1	0.67	12	3	108	
poi-50-1	1	0.67	12	3	217	
poi-50-1	1	0.67	25	1	108	
poi-50-1	1	0.67	25	1	217	
poi-50-1	1	0.67	25	2	108	
poi-50-1	1	0.67	25	2	217	
poi-50-1	1	0.67	25	3	108	
poi-50-1	1	0.67	25	3	217	
poi-50-1	1	1.0	12	1	108	
poi-50-1	1	1.0	12	1	217	
poi-50-1	1	1.0	12	2	108	
poi-50-1	1	1.0	12	2	217	
poi-50-1	1	1.0	12	3	108	
poi-50-1	1	1.0	12	3	217	
poi-50-1	1	1.0	25	1	108	
poi-50-1	1	1.0	25	1	217	
poi-50-1	1	1.0	25	2	108	
poi-50-1	1	1.0	25	2	217	
poi-50-1	1	1.0	25	3	108	
poi-50-1	1	1.0	25	3	217	
poi-50-1	1	1.33	12	1	108	
poi-50-1	1	1.33	12	1	217	
poi-50-1	1	1.33	12	2	108	
poi-50-1	1	1.33	12	2	217	
poi-50-1	1	1.33	12	3	108	
poi-50-1	1	1.33	12	3	217	
poi-50-1	1	1.33	25	1	108	
poi-50-1	1	1.33	25	1	217	
poi-50-1	1	1.33	25	2	108	
poi-50-1	1	1.33	25	2	217	
poi-50-1	1	1.33	25	3	108	
poi-50-1	1	1.33	25	3	217	
poi-50-1	2	0.67	12	1	108	
poi-50-1	2	0.67	12	1	217	
poi-50-1	2	0.67	12	2	108	
poi-50-1	2	0.67	12	2	217	
poi-50-1	2	0.67	12	3	108	
poi-50-1	2	0.67	12	3	217	
poi-50-1	2	0.67	25	1	108	
poi-50-1	2	0.67	25	1	217	
poi-50-1	2	0.67	25	2	108	
poi-50-1	2	0.67	25	2	217	
poi-50-1	2	0.67	25	3	108	
poi-50-1	2	0.67	25	3	217	
poi-50-1	2	1.0	12	1	108	
poi-50-1	2	1.0	12	1	217	
poi-50-1	2	1.0	12	2	108	
poi-50-1	2	1.0	12	2	217	
poi-50-1	2	1.0	12	3	108	
poi-50-1	2	1.0	12	3	217	
poi-50-1	2	1.0	25	1	108	
poi-50-1	2	1.0	25	1	217	
poi-50-1	2	1.0	25	2	108	
poi-50-1	2	1.0	25	2	217	
poi-50-1	2	1.0	25	3	108	
poi-50-1	2	1.0	25	3	217	
poi-50-1	2	1.33	12	1	108	
poi-50-1	2	1.33	12	1	217	
poi-50-1	2	1.33	12	2	108	
poi-50-1	2	1.33	12	2	217	
poi-50-1	2	1.33	12	3	108	
poi-50-1	2	1.33	12	3	217	
poi-50-1	2	1.33	25	1	108	
poi-50-1	2	1.33	25	1	217	
poi-50-1	2	1.33	25	2	108	
poi-50-1	2	1.33	25	2	217	
poi-50-1	2	1.33	25	3	108	
poi-50-1	2	1.33	25	3	217	
poi-50-2	1	0.67	12	1	112	
poi-50-2	1	0.67	12	1	225	
poi-50-2	1	0.67	12	2	112	
poi-50-2	1	0.67	12	2	225	
poi-50-2	1	0.67	12	3	112	
poi-50-2	1	0.67	12	3	225	
poi-50-2	1	0.67	24	1	112	
poi-50-2	1	0.67	24	1	225	
poi-50-2	1	0.67	24	2	112	
poi-50-2	1	0.67	24	2	225	
poi-50-2	1	0.67	24	3	112	
poi-50-2	1	0.67	24	3	225	
poi-50-2	1	1.0	12	1	112	
poi-50-2	1	1.0	12	1	225	
poi-50-2	1	1.0	12	2	112	
poi-50-2	1	1.0	12	2	225	
poi-50-2	1	1.0	12	3	112	
poi-50-2	1	1.0	12	3	225	
poi-50-2	1	1.0	24	1	112	
poi-50-2	1	1.0	24	1	225	
poi-50-2	1	1.0	24	2	112	
poi-50-2	1	1.0	24	2	225	
poi-50-2	1	1.0	24	3	112	
poi-50-2	1	1.0	24	3	225	
poi-50-2	1	1.33	12	1	112	
poi-50-2	1	1.33	12	1	225	
poi-50-2	1	1.33	12	2	112	
poi-50-2	1	1.33	12	2	225	
poi-50-2	1	1.33	12	3	112	
poi-50-2	1	1.33	12	3	225	
poi-50-2	1	1.33	24	1	112	
poi-50-2	1	1.33	24	1	225	
poi-50-2	1	1.33	24	2	112	
poi-50-2	1	1.33	24	2	225	
poi-50-2	1	1.33	24	3	112	
poi-50-2	1	1.33	24	3	225	
poi-50-2	2	0.67	12	1	112	
poi-50-2	2	0.67	12	1	225	
poi-50-2	2	0.67	12	2	112	
poi-50-2	2	0.67	12	2	225	
poi-50-2	2	0.67	12	3	112	
poi-50-2	2	0.67	12	3	225	
poi-50-2	2	0.67	24	1	112	
poi-50-2	2	0.67	24	1	225	
poi-50-2	2	0.67	24	2	112	
poi-50-2	2	0.67	24	2	225	
poi-50-2	2	0.67	24	3	112	
poi-50-2	2	0.67	24	3	225	
poi-50-2	2	1.0	12	1	112	
poi-50-2	2	1.0	12	1	225	
poi-50-2	2	1.0	12	2	112	
poi-50-2	2	1.0	12	2	225	
poi-50-2	2	1.0	12	3	112	
poi-50-2	2	1.0	12	3	225	
poi-50-2	2	1.0	24	1	112	
poi-50-2	2	1.0	24	1	225	
poi-50-2	2	1.0	24	2	112	
poi-50-2	2	1.0	24	2	225	
poi-50-2	2	1.0	24	3	112	
poi-50-2	2	1.0	24	3	225	
poi-50-2	2	1.33	12	1	112	
poi-50-2	2	1.33	12	1	225	
poi-50-2	2	1.33	12	2	112	
poi-50-2	2	1.33	12	2	225	
poi-50-2	2	1.33	12	3	112	
poi-50-2	2	1.33	12	3	225	
poi-50-2	2	1.33	24	1	112	
poi-50-2	2	1.33	24	1	225	
poi-50-2	2	1.33	24	2	112	
poi-50-2	2	1.33	24	2	225	
poi-50-2	2	1.33	24	3	112	
poi-50-2	2	1.33	24	3	225	
poi-50-3	1	0.67	13	1	109	
poi-50-3	1	0.67	13	1	218	
poi-50-3	1	0.67	13	2	109	
poi-50-3	1	0.67	13	2	218	
poi-50-3	1	0.67	13	3	109	
poi-50-3	1	0.67	13	3	218	
poi-50-3	1	0.67	26	1	109	
poi-50-3	1	0.67	26	1	218	
poi-50-3	1	0.67	26	2	109	
poi-50-3	1	0.67	26	2	218	
poi-50-3	1	0.67	26	3	109	
poi-50-3	1	0.67	26	3	218	
poi-50-3	1	1.0	13	1	109	
poi-50-3	1	1.0	13	1	218	
poi-50-3	1	1.0	13	2	109	
poi-50-3	1	1.0	13	2	218	
poi-50-3	1	1.0	13	3	109	
poi-50-3	1	1.0	13	3	218	
poi-50-3	1	1.0	26	1	109	
poi-50-3	1	1.0	26	1	218	
poi-50-3	1	1.0	26	2	109	
poi-50-3	1	1.0	26	2	218	
poi-50-3	1	1.0	26	3	109	
poi-50-3	1	1.0	26	3	218	
poi-50-3	1	1.33	13	1	109	
poi-50-3	1	1.33	13	1	218	
poi-50-3	1	1.33	13	2	109	
poi-50-3	1	1.33	13	2	218	
poi-50-3	1	1.33	13	3	109	
poi-50-3	1	1.33	13	3	218	
poi-50-3	1	1.33	26	1	109	
poi-50-3	1	1.33	26	1	218	
poi-50-3	1	1.33	26	2	109	
poi-50-3	1	1.33	26	2	218	
poi-50-3	1	1.33	26	3	109	
poi-50-3	1	1.33	26	3	218	
poi-50-3	2	0.67	13	1	109	
poi-50-3	2	0.67	13	1	218	
poi-50-3	2	0.67	13	2	109	
poi-50-3	2	0.67	13	2	218	
poi-50-3	2	0.67	13	3	109	
poi-50-3	2	0.67	13	3	218	
poi-50-3	2	0.67	26	1	109	
poi-50-3	2	0.67	26	1	218	
poi-50-3	2	0.67	26	2	109	
poi-50-3	2	0.67	26	2	218	
poi-50-3	2	0.67	26	3	109	
poi-50-3	2	0.67	26	3	218	
poi-50-3	2	1.0	13	1	109	
poi-50-3	2	1.0	13	1	218	
poi-50-3	2	1.0	13	2	109	
poi-50-3	2	1.0	13	2	218	
poi-50-3	2	1.0	13	3	109	
poi-50-3	2	1.0	13	3	218	
poi-50-3	2	1.0	26	1	109	
poi-50-3	2	1.0	26	1	218	
poi-50-3	2	1.0	26	2	109	
poi-50-3	2	1.0	26	2	218	
poi-50-3	2	1.0	26	3	109	
poi-50-3	2	1.0	26	3	218	
poi-50-3	2	1.33	13	1	109	
poi-50-3	2	1.33	13	1	218	
poi-50-3	2	1.33	13	2	109	
poi-50-3	2	1.33	13	2	218	
poi-50-3	2	1.33	13	3	109	
poi-50-3	2	1.33	13	3	218	
poi-50-3	2	1.33	26	1	109	
poi-50-3	2	1.33	26	1	218	
poi-50-3	2	1.33	26	2	109	
poi-50-3	2	1.33	26	2	218	
poi-50-3	2	1.33	26	3	109	
poi-50-3	2	1.33	26	3	218	
poi-50-4	1	0.67	13	1	108	
poi-50-4	1	0.67	13	1	216	
poi-50-4	1	0.67	13	2	108	
poi-50-4	1	0.67	13	2	216	
poi-50-4	1	0.67	13	3	108	
poi-50-4	1	0.67	13	3	216	
poi-50-4	1	0.67	27	1	108	
poi-50-4	1	0.67	27	1	216	
poi-50-4	1	0.67	27	2	108	
poi-50-4	1	0.67	27	2	216	
poi-50-4	1	0.67	27	3	108	
poi-50-4	1	0.67	27	3	216	
poi-50-4	1	1.0	13	1	108	
poi-50-4	1	1.0	13	1	216	
poi-50-4	1	1.0	13	2	108	
poi-50-4	1	1.0	13	2	216	
poi-50-4	1	1.0	13	3	108	
poi-50-4	1	1.0	13	3	216	
poi-50-4	1	1.0	27	1	108	
poi-50-4	1	1.0	27	1	216	
poi-50-4	1	1.0	27	2	108	
poi-50-4	1	1.0	27	2	216	
poi-50-4	1	1.0	27	3	108	
poi-50-4	1	1.0	27	3	216	
poi-50-4	1	1.33	13	1	108	
poi-50-4	1	1.33	13	1	216	
poi-50-4	1	1.33	13	2	108	
poi-50-4	1	1.33	13	2	216	
poi-50-4	1	1.33	13	3	108	
poi-50-4	1	1.33	13	3	216	
poi-50-4	1	1.33	27	1	108	
poi-50-4	1	1.33	27	1	216	
poi-50-4	1	1.33	27	2	108	
poi-50-4	1	1.33	27	2	216	
poi-50-4	1	1.33	27	3	108	
poi-50-4	1	1.33	27	3	216	
poi-50-4	2	0.67	13	1	108	
poi-50-4	2	0.67	13	1	216	
poi-50-4	2	0.67	13	2	108	
poi-50-4	2	0.67	13	2	216	
poi-50-4	2	0.67	13	3	108	
poi-50-4	2	0.67	13	3	216	
poi-50-4	2	0.67	27	1	108	
poi-50-4	2	0.67	27	1	216	
poi-50-4	2	0.67	27	2	108	
poi-50-4	2	0.67	27	2	216	
poi-50-4	2	0.67	27	3	108	
poi-50-4	2	0.67	27	3	216	
poi-50-4	2	1.0	13	1	108	
poi-50-4	2	1.0	13	1	216	
poi-50-4	2	1.0	13	2	108	
poi-50-4	2	1.0	13	2	216	
poi-50-4	2	1.0	13	3	108	
poi-50-4	2	1.0	13	3	216	
poi-50-4	2	1.0	27	1	108	
poi-50-4	2	1.0	27	1	216	
poi-50-4	2	1.0	27	2	108	
poi-50-4	2	1.0	27	2	216	
poi-50-4	2	1.0	27	3	108	
poi-50-4	2	1.0	27	3	216	
poi-50-4	2	1.33	13	1	108	
poi-50-4	2	1.33	13	1	216	
poi-50-4	2	1.33	13	2	108	
poi-50-4	2	1.33	13	2	216	
poi-50-4	2	1.33	13	3	108	
poi-50-4	2	1.33	13	3	216	
poi-50-4	2	1.33	27	1	108	
poi-50-4	2	1.33	27	1	216	
poi-50-4	2	1.33	27	2	108	
poi-50-4	2	1.33	27	2	216	
poi-50-4	2	1.33	27	3	108	
poi-50-4	2	1.33	27	3	216	
poi-50-5	1	0.67	11	1	111	
poi-50-5	1	0.67	11	1	222	
poi-50-5	1	0.67	11	2	111	
poi-50-5	1	0.67	11	2	222	
poi-50-5	1	0.67	11	3	111	
poi-50-5	1	0.67	11	3	222	
poi-50-5	1	0.67	23	1	111	
poi-50-5	1	0.67	23	1	222	
poi-50-5	1	0.67	23	2	111	
poi-50-5	1	0.67	23	2	222	
poi-50-5	1	0.67	23	3	111	
poi-50-5	1	0.67	23	3	222	
poi-50-5	1	1.0	11	1	111	
poi-50-5	1	1.0	11	1	222	
poi-50-5	1	1.0	11	2	111	
poi-50-5	1	1.0	11	2	222	
poi-50-5	1	1.0	11	3	111	
poi-50-5	1	1.0	11	3	222	
poi-50-5	1	1.0	23	1	111	
poi-50-5	1	1.0	23	1	222	
poi-50-5	1	1.0	23	2	111	
poi-50-5	1	1.0	23	2	222	
poi-50-5	1	1.0	23	3	111	
poi-50-5	1	1.0	23	3	222	
poi-50-5	1	1.33	11	1	111	
poi-50-5	1	1.33	11	1	222	
poi-50-5	1	1.33	11	2	111	
poi-50-5	1	1.33	11	2	222	
poi-50-5	1	1.33	11	3	111	
poi-50-5	1	1.33	11	3	222	
poi-50-5	1	1.33	23	1	111	
poi-50-5	1	1.33	23	1	222	
poi-50-5	1	1.33	23	2	111	
poi-50-5	1	1.33	23	2	222	
poi-50-5	1	1.33	23	3	111	
poi-50-5	1	1.33	23	3	222	
poi-50-5	2	0.67	11	1	111	
poi-50-5	2	0.67	11	1	222	
poi-50-5	2	0.67	11	2	111	
poi-50-5	2	0.67	11	2	222	
poi-50-5	2	0.67	11	3	111	
poi-50-5	2	0.67	11	3	222	
poi-50-5	2	0.67	23	1	111	
poi-50-5	2	0.67	23	1	222	
poi-50-5	2	0.67	23	2	111	
poi-50-5	2	0.67	23	2	222	
poi-50-5	2	0.67	23	3	111	
poi-50-5	2	0.67	23	3	222	
poi-50-5	2	1.0	11	1	111	
poi-50-5	2	1.0	11	1	222	
poi-50-5	2	1.0	11	2	111	
poi-50-5	2	1.0	11	2	222	
poi-50-5	2	1.0	11	3	111	
poi-50-5	2	1.0	11	3	222	
poi-50-5	2	1.0	23	1	111	
poi-50-5	2	1.0	23	1	222	
poi-50-5	2	1.0	23	2	111	
poi-50-5	2	1.0	23	2	222	
poi-50-5	2	1.0	23	3	111	
poi-50-5	2	1.0	23	3	222	
poi-50-5	2	1.33	11	1	111	
poi-50-5	2	1.33	11	1	222	
poi-50-5	2	1.33	11	2	111	
poi-50-5	2	1.33	11	2	222	
poi-50-5	2	1.33	11	3	111	
poi-50-5	2	1.33	11	3	222	
poi-50-5	2	1.33	23	1	111	
poi-50-5	2	1.33	23	1	222	
poi-50-5	2	1.33	23	2	111	
poi-50-5	2	1.33	23	2	222	
poi-50-5	2	1.33	23	3	111	
poi-50-5	2	1.33	23	3	222	
